Audience_rating,Cast,Critic_rating,Director,Genre,ID,Movie,Release,Review,imdb,weblink
60,"[{u'name': u'Ice Cube', u'characters': [u'James'], u'id': u'162652332'}, {u'name': u'Kevin Hart', u'characters': [u'Ben'], u'id': u'770671077'}, {u'name': u'John Leguizamo', u'characters': [u'Santiago'], u'id': u'162652698'}, {u'name': u'Bruce McGill', u'characters': [u'Lt. Brooks'], u'id': u'162652571'}, {u'name': u'Tika Sumpter', u'characters': [u'Angela Payton'], u'id': u'771078913'}]",17,[{u'name': u'Tim Story'}],"[Action & Adventure, Comedy]",771320491,Ride Along,2014-01-17,http://api.rottentomatoes.com/api/public/v1.0/movies/771320491/reviews.json,1408253,http://www.rottentomatoes.com/m/ride_along_2014/
36,"[{u'name': u'Eddie Fernandez', u'id': u'770716445'}, {u'name': u'Tonja Kahlens', u'id': u'771456352'}, {u'name': u'Micah Sloat', u'id': u'770779122'}, {u'name': u'Catherine Toribio', u'id': u'771507618'}, {u'name': u'Andrew Jacobs', u'id': u'770848003'}]",38,[{u'name': u'Christopher Landon'}],[Horror],771364044,Paranormal Activity: The Marked Ones,2014-01-03,http://api.rottentomatoes.com/api/public/v1.0/movies/771364044/reviews.json,2473682,http://www.rottentomatoes.com/m/paranormal_activity_the_marked_ones/
39,"[{u'name': u'Aaron Eckhart', u'characters': [u'Adam'], u'id': u'162668655'}, {u'name': u'Bill Nighy', u'characters': [u'Naberius'], u'id': u'162652300'}, {u'name': u'Yvonne Strahovski', u'characters': [u'Terra'], u'id': u'770790627'}, {u'name': u'Miranda Otto', u'characters': [u'Leonore'], u'id': u'162652765'}, {u'name': u'Jai Courtney', u'characters': [u'Gideon'], u'id': u'771383833'}]",3,[{u'name': u'Stuart Beattie'}],"[Horror, Mystery & Suspense, Science Fiction & Fantasy]",771257268,"I, Frankenstein",2014-01-24,http://api.rottentomatoes.com/api/public/v1.0/movies/771257268/reviews.json,1418377,http://www.rottentomatoes.com/m/i_frankenstein/
54,"[{u'name': u'Chris Pine', u'characters': [u'Jack Ryan'], u'id': u'326393041'}, {u'name': u'Kevin Costner', u'characters': [u'William Harper'], u'id': u'162662350'}, {u'name': u'Kenneth Branagh', u'characters': [u'Viktor Cherevin'], u'id': u'162659680'}, {u'name': u'Peter Andersson', u'characters': [u'Dimitri Lemkov'], u'id': u'326395717'}, {u'name': u'Keira Knightley', u'characters': [u'Cathy Muller'], u'id': u'162654560'}]",56,[{u'name': u'Kenneth Branagh'}],"[Drama, Action & Adventure, Mystery & Suspense]",771314857,Jack Ryan: Shadow Recruit,2014-01-17,http://api.rottentomatoes.com/api/public/v1.0/movies/771314857/reviews.json,1205537,http://www.rottentomatoes.com/m/jack_ryan_shadow_recruit/
61,"[{u'name': u'Kajal Aggarwal', u'id': u'770846908'}, {u'name': u'Mahat Raghavendra', u'id': u'771439917'}, {u'name': u'Mohanlal', u'id': u'335716527'}, {u'name': u'Vijay', u'id': u'770676503'}, {u'name': u'Soori', u'id': u'770676913'}]",-1,"[{u'name': u'R.T. Neason'}, {u'name': u'R T Nesan'}]","[Action & Adventure, Comedy]",771372079,Jilla,2014-01-09,http://api.rottentomatoes.com/api/public/v1.0/movies/771372079/reviews.json,2678948,http://www.rottentomatoes.com/m/jilla/
21,"[{u'name': u'Allison Miller', u'characters': [u'Samantha McCall'], u'id': u'770673402'}, {u'name': u'Robert Belushi', u'characters': [u'Mason'], u'id': u'771071887'}, {u'name': u'Sam Anderson', u'characters': [u'Father Thomas'], u'id': u'770675680'}, {u'name': u'Zach Gilford', u'characters': [u'Zach McCall'], u'id': u'770681835'}, {u'name': u'Colin Walker', u'characters': [u'Stanley'], u'id': u'771446124'}]",18,"[{u'name': u'Radio Silence'}, {u'name': u'Matt Bettinelli-Olpin'}]",[Horror],771355830,Devil's Due,2014-01-17,http://api.rottentomatoes.com/api/public/v1.0/movies/771355830/reviews.json,2752758,http://www.rottentomatoes.com/m/devils_due/
34,"[{u'name': u'Kellan Lutz', u'characters': [u'Hercules'], u'id': u'770685152'}, {u'name': u'Liam McIntyre', u'characters': [u'Sotiris'], u'id': u'771395286'}, {u'name': u'Scott Adkins', u'characters': [u'King Amphitryon'], u'id': u'770704326'}, {u'name': u'Liam Garrigan', u'characters': [u'Iphicles'], u'id': u'770802549'}, {u'name': u'Johnathon Schaech', u'characters': [u'Tarak'], u'id': u'364606705'}]",3,[{u'name': u'Renny Harlin'}],"[Action & Adventure, Science Fiction & Fantasy]",771349768,The Legend of Hercules,2014-01-10,http://api.rottentomatoes.com/api/public/v1.0/movies/771349768/reviews.json,1043726,http://www.rottentomatoes.com/m/the_legend_of_hercules/
66,"[{u'name': u'Zach Braff', u'characters': [u'Aidan'], u'id': u'162655018'}, {u'name': u'Kate Hudson', u'characters': [u'Sarah'], u'id': u'162653218'}, {u'name': u'Mandy Patinkin', u'characters': [u'Gabe'], u'id': u'162673967'}, {u'name': u'Josh Gad', u'characters': [u'Noah'], u'id': u'770683794'}, {u'name': u'Joey King', u'characters': [u'Grace'], u'id': u'770694775'}]",46,[{u'name': u'Zach Braff'}],"[Drama, Comedy]",771357153,Wish I Was Here,2014-07-18,http://api.rottentomatoes.com/api/public/v1.0/movies/771357153/reviews.json,2870708,http://www.rottentomatoes.com/m/wish_i_was_here/
39,"[{u'name': u'Ryan Kwanten', u'characters': [u'Joe'], u'id': u'356196877'}, {u'name': u'Peter Dinklage', u'characters': [u'Hung'], u'id': u'162653586'}, {u'name': u'Summer Glau', u'characters': [u'Gwen'], u'id': u'162654270'}, {u'name': u'Steve Zahn', u'characters': [u'Eric'], u'id': u'162652352'}, {u'name': u'Margarita Levieva', u'characters': [u'Beth'], u'id': u'748169809'}]",55,[{u'name': u'Joe Lynch'}],"[Action & Adventure, Horror, Science Fiction & Fantasy, Comedy]",771249148,Knights of Badassdom,2014-01-21,http://api.rottentomatoes.com/api/public/v1.0/movies/771249148/reviews.json,1545660,http://www.rottentomatoes.com/m/knights_of_badassdom/
39,"[{u'name': u'Michael Shannon', u'characters': [u'Ernest Holm'], u'id': u'368451324'}, {u'name': u'Nicholas Hoult', u'characters': [u'Flem Lever'], u'id': u'162654938'}, {u'name': u'Elle Fanning', u'characters': [u'Mary Holm'], u'id': u'528361349'}, {u'name': u'Kodi Smit-McPhee', u'characters': [u'Jerome Holm'], u'id': u'770673434'}, {u'name': u'Aimee Mullins', u'characters': [u'Katherine Holm'], u'id': u'341815962'}]",40,[{u'name': u'Jake Paltrow'}],"[Drama, Action & Adventure, Science Fiction & Fantasy]",771371776,Young Ones,2014-10-17,http://api.rottentomatoes.com/api/public/v1.0/movies/771371776/reviews.json,2693664,http://www.rottentomatoes.com/m/young_ones_2014/
